X Y Salida
0 0 0.445631254185
0.2 0 0.445612760413
0.4 0 0.445594281763
0.6 0 0.445575818268
0.8 0 0.445557369961
1.0 0 0.445538936875
1.2 0 0.445520519043
1.4 0 0.445502116496
1.6 0 0.445483729269
1.8 0 0.445465357393
2.0 0 0.445447000901
2.2 0 0.445428659826
2.4 0 0.445410334201
2.6 0 0.445392024057
2.8 0 0.445373729427
3.0 0 0.445355450344
3.2 0 0.445337186839
3.4 0 0.445318938947
3.6 0 0.445300706697
3.8 0 0.445282490124
4.0 0 0.445264289259
4.2 0 0.445246104134
4.4 0 0.445227934782
4.6 0 0.445209781234
4.8 0 0.445191643523
5.0 0 0.44517352168
5.2 0 0.445155415738
5.4 0 0.445137325729
5.6 0 0.445119251684
5.8 0 0.445101193635
6.0 0 0.445083151614
6.2 0 0.445065125654
6.4 0 0.445047115785
6.6 0 0.44502912204
6.8 0 0.445011144449
7.0 0 0.444993183046
7.2 0 0.44497523786
7.4 0 0.444957308925
7.6 0 0.44493939627
7.8 0 0.444921499929
8.0 0 0.444903619931
8.2 0 0.44488575631
8.4 0 0.444867909095
8.6 0 0.444850078318
8.8 0 0.444832264011
9.0 0 0.444814466204
9.2 0 0.44479668493
9.4 0 0.444778920218
9.6 0 0.4447611721
9.8 0 0.444743440608
10.0 0 0.444725725771
10.2 0 0.444708027622
10.4 0 0.444690346191
10.6 0 0.444672681509
10.8 0 0.444655033606
11.0 0 0.444637402514
11.2 0 0.444619788263
11.4 0 0.444602190884
11.6 0 0.444584610408
11.8 0 0.444567046865
12.0 0 0.444549500286
12.2 0 0.444531970702
12.4 0 0.444514458142
12.6 0 0.444496962638
12.8 0 0.444479484219
13.0 0 0.444462022917
13.2 0 0.444444578761
13.4 0 0.444427151782
13.6 0 0.44440974201
13.8 0 0.444392349475
14.0 0 0.444374974207
14.2 0 0.444357616237
14.4 0 0.444340275595
14.6 0 0.44432295231
14.8 0 0.444305646413
15.0 0 0.444288357933
15.2 0 0.4442710869
15.4 0 0.444253833345
15.6 0 0.444236597297
15.8 0 0.444219378785
16.0 0 0.44420217784
16.2 0 0.444184994491
16.4 0 0.444167828768
16.6 0 0.444150680701
16.8 0 0.444133550318
17.0 0 0.44411643765
17.2 0 0.444099342725
17.4 0 0.444082265574
17.6 0 0.444065206226
17.8 0 0.444048164709
18.0 0 0.444031141054
18.2 0 0.444014135289
18.4 0 0.443997147443
18.6 0 0.443980177547
18.8 0 0.443963225628
19.0 0 0.443946291716
19.2 0 0.44392937584
19.4 0 0.443912478029
19.6 0 0.443895598312
19.8 0 0.443878736717
20.0 0 0.443861893273
0 0.2 0.445295747207
0.2 0.2 0.445277303048
0.4 0.2 0.445258874199
0.6 0.2 0.445240460693
0.8 0.2 0.445222062562
1.0 0.2 0.445203679839
1.2 0.2 0.445185312557
1.4 0.2 0.445166960749
1.6 0.2 0.445148624445
1.8 0.2 0.445130303681
2.0 0.2 0.445111998486
2.2 0.2 0.445093708895
2.4 0.2 0.445075434939
2.6 0.2 0.445057176651
2.8 0.2 0.445038934063
3.0 0.2 0.445020707207
3.2 0.2 0.445002496115
3.4 0.2 0.44498430082
3.6 0.2 0.444966121354
3.8 0.2 0.444947957749
4.0 0.2 0.444929810036
4.2 0.2 0.444911678248
4.4 0.2 0.444893562417
4.6 0.2 0.444875462575
4.8 0.2 0.444857378753
5.0 0.2 0.444839310984
5.2 0.2 0.444821259299
5.4 0.2 0.44480322373
5.6 0.2 0.444785204309
5.8 0.2 0.444767201067
6.0 0.2 0.444749214037
6.2 0.2 0.444731243249
6.4 0.2 0.444713288735
6.6 0.2 0.444695350527
6.8 0.2 0.444677428656
7.0 0.2 0.444659523154
7.2 0.2 0.444641634052
7.4 0.2 0.444623761381
7.6 0.2 0.444605905174
7.8 0.2 0.44458806546
8.0 0.2 0.444570242271
8.2 0.2 0.444552435639
8.4 0.2 0.444534645595
8.6 0.2 0.444516872169
8.8 0.2 0.444499115393
9.0 0.2 0.444481375298
9.2 0.2 0.444463651914
9.4 0.2 0.444445945274
9.6 0.2 0.444428255407
9.8 0.2 0.444410582344
10.0 0.2 0.444392926117
10.2 0.2 0.444375286756
10.4 0.2 0.444357664292
10.6 0.2 0.444340058755
10.8 0.2 0.444322470176
11.0 0.2 0.444304898586
11.2 0.2 0.444287344016
11.4 0.2 0.444269806495
11.6 0.2 0.444252286054
11.8 0.2 0.444234782725
12.0 0.2 0.444217296536
12.2 0.2 0.444199827519
12.4 0.2 0.444182375704
12.6 0.2 0.444164941121
12.8 0.2 0.4441475238
13.0 0.2 0.444130123771
13.2 0.2 0.444112741065
13.4 0.2 0.444095375712
13.6 0.2 0.444078027741
13.8 0.2 0.444060697183
