Neuronas Error-Total Error-Promedio Tiempo
2 118.640345044 0.118640345044 0.265000104904
3 118.830755349 0.118830755349 0.34299993515
4 118.621450184 0.118621450184 0.43700003624
5 118.842195432 0.118842195432 0.515000104904
6 119.651303001 0.119651303001 0.561999797821
7 119.348197121 0.119348197121 0.655000209808
8 119.434521799 0.119434521799 0.71799993515
9 119.099187334 0.119099187334 0.8109998703
10 119.544177012 0.119544177012 0.873000144958
