Neuronas Error-Total Error-Promedio Tiempo
2 96.7062685442 0.0967062685442 0.265000104904
3 98.8583121227 0.0988583121227 0.327999830246
4 103.61594524 0.10361594524 0.40499997139
5 103.490450619 0.103490450619 0.515000104904
6 109.399990667 0.109399990667 0.546000003815
7 107.688468133 0.107688468133 0.640000104904
8 108.423090642 0.108423090642 0.717000007629
9 107.862478835 0.107862478835 0.796000003815
10 110.149940033 0.110149940033 0.888999938965
