Neuronas Error-Total Error-Promedio Tiempo
2 242.43010506 0.121215053 0.264999866486
3 236.913570978 0.118456785 0.358999967575
4 226.41372374 0.113206862 0.468000173569
5 242.086915356 0.121043458 0.52999997139
6 240.578383584 0.120289192 0.619999885559
7 240.552983252 0.120276492 0.670000076294
8 246.718938706 0.123359469 0.749000072479
9 243.091795565 0.121545898 0.84299993515
10 246.353054022 0.123176527 0.904000043869
