Neuronas Error-Total Error-Promedio Tiempo
2 58.1885231157 0.116377046 0.249000072479
3 61.056214451 0.122112429 0.328000068665
4 60.748634925 0.12149727 0.40499997139
5 61.0737540191 0.122147508 0.514999866486
6 61.3604762986 0.122720953 0.56200003624
7 61.702360514 0.123404721 0.624000072479
8 61.6736172983 0.123347235 0.701999902725
9 61.2283615563 0.122456723 0.795000076294
10 61.1973938016 0.122394788 0.84299993515
