Neuronas Error-Total Error-Promedio Tiempo
2 448.807827115 0.448807827115 0.0780000686646
3 451.25168769 0.45125168769 0.0940001010895
4 453.061386241 0.453061386241 0.0929999351501
5 453.868138211 0.453868138211 0.142999887466
6 465.595236622 0.465595236622 0.156000137329
7 462.542420986 0.462542420986 0.171000003815
8 471.865226922 0.471865226922 0.18700003624
9 464.611680063 0.464611680063 0.243999958038
10 468.923436767 0.468923436767 0.233999967575
