Neuronas Error-Total Error-Promedio Tiempo
2 118.739979226 0.118739979226 0.0309998989105
3 118.705056595 0.118705056595 0.047000169754
4 119.022143691 0.119022143691 0.061999797821
5 118.756875007 0.118756875007 0.0620000362396
6 118.848160292 0.118848160292 0.0780000686646
7 118.963029149 0.118963029149 0.0780000686646
8 119.012849945 0.119012849945 0.0939998626709
9 118.842122116 0.118842122116 0.108999967575
10 119.385050154 0.119385050154 0.125
