Neuronas Error-Total Error-Promedio Tiempo
2 89.5409088855 0.0895409088855 0.0150001049042
3 103.863811775 0.103863811775 0.0309998989105
4 108.370027603 0.108370027603 0.0160000324249
5 104.704035317 0.104704035317 0.0310001373291
6 110.094883884 0.110094883884 0.0469999313354
7 108.401234012 0.108401234012 0.0469999313354
8 113.223957428 0.113223957428 0.047000169754
9 112.834814165 0.112834814165 0.0460000038147
10 114.067614259 0.114067614259 0.0629999637604
