Neuronas Error-Total Error-Promedio Tiempo
2 185.927727905 0.185927727905 0.264999866486
3 207.417868172 0.207417868172 0.328000068665
4 212.087625243 0.212087625243 0.421000003815
5 218.867442422 0.218867442422 0.52999997139
6 220.155830909 0.220155830909 0.577000141144
7 220.095533303 0.220095533303 0.639999866486
8 225.863514465 0.225863514465 0.71799993515
9 223.198213144 0.223198213144 0.826000213623
10 220.858094688 0.220858094688 0.873999834061
