Neuronas Error-Total Error-Promedio Tiempo
2 60.2773951206 0.120554790241 0.0159997940063
3 60.2913796866 0.120582759373 0.0310001373291
4 60.3149970645 0.120629994129 0.0309998989105
5 60.0679970756 0.120135994151 0.0320000648499
6 60.0722342994 0.120144468599 0.0309998989105
7 60.2937827395 0.120587565479 0.047000169754
8 60.1590096495 0.120318019299 0.0460000038147
9 60.2379847191 0.120475969438 0.0629999637604
10 60.4118996402 0.12082379928 0.0620000362396
