Neuronas Error-Total Error-Promedio Tiempo
2 240.788841508 0.240788841508 0.0780000686646
3 240.94936468 0.24094936468 0.0929999351501
4 243.145741945 0.243145741945 0.108999967575
5 243.772961397 0.243772961397 0.125
6 244.484117193 0.244484117193 0.156000137329
7 245.868866875 0.245868866875 0.171999931335
8 245.522831255 0.245522831255 0.203000068665
9 245.499579981 0.245499579981 0.250999927521
10 246.384148323 0.246384148323 0.233999967575
